# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jun 29 19:16:28 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_orbeccenstr not null
# CONSTRAINT:  and pl_orbinclstr not null
# CONSTRAINT:  and pl_orblperstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN soltype:        Solution Type
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Argument of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 202206 c,HD 202206,1,2,1,Radial Velocity,2004,Published Confirmed,1260.00000000,11.00000000,-11.00000000,0,2.410000,,,0,0.220000,0.030000,-0.030000,0,7.700,1.100,-1.100,0,280.0000,4.0000,-4.0000,0,7.9105100,0.0002920,-0.0002920
HD 202696 b,HD 202696,1,1,2,Radial Velocity,2019,Published Confirmed,517.80000000,8.90000000,-3.90000000,0,1.566000,0.016000,-0.007000,0,0.011000,0.078000,-0.011000,0,90.000,,,0,201.6000,97.8000,-98.5000,0,7.9592900,0.0003160,-0.0003160
HD 202696 c,HD 202696,1,1,2,Radial Velocity,2019,Published Confirmed,946.60000000,20.70000000,-20.90000000,0,2.342000,0.034000,-0.035000,0,0.028000,0.065000,-0.012000,0,90.000,,,0,136.8000,143.0000,-62.7000,0,7.9592900,0.0003160,-0.0003160
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Published Confirmed,3.30895800,0.00008300,-0.00008300,0,0.052080,0.000640,-0.000680,0,0.038000,0.042000,-0.027000,0,84.510,1.100,-0.820,0,98.0000,65.0000,-52.0000,0,8.2268800,0.0007350,-0.0007350
HD 20794 b,HD 20794,1,1,4,Radial Velocity,2011,Published Confirmed,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,0.000000,,,0,90.000,,,0,0.0000,,,0,4.0663500,0.0051023,-0.0051023
HD 20794 c,HD 20794,1,1,4,Radial Velocity,2011,Published Confirmed,40.11400000,0.05300000,-0.05300000,0,0.203600,0.003400,-0.003400,0,0.000000,,,0,90.000,,,0,0.0000,,,0,4.0663500,0.0051023,-0.0051023
HD 20794 d,HD 20794,1,1,4,Radial Velocity,2011,Published Confirmed,90.30900000,0.18400000,-0.18400000,0,0.349900,0.005900,-0.005900,0,0.000000,,,0,90.000,,,0,0.0000,,,0,4.0663500,0.0051023,-0.0051023
HD 219134 b,HD 219134,1,1,6,Radial Velocity,2015,Published Confirmed,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,85.050,0.090,-0.090,0,0.0000,,,0,5.2402000,0.0022257,-0.0022257
HD 219134 c,HD 219134,1,1,6,Radial Velocity,2015,Published Confirmed,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,87.280,0.100,-0.100,0,70.0000,24.0000,-35.0000,0,5.2402000,0.0022257,-0.0022257
HD 221416 b,HD 221416,1,1,1,Transit,2019,Published Confirmed,14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,0.115000,0.034000,-0.030000,0,85.750,0.360,-0.350,0,-106.0000,34.7000,-31.1000,0,7.9077600,0.0006380,-0.0006380
HD 2685 b,HD 2685,1,1,1,Transit,2019,Published Confirmed,4.12688000,0.00005000,-0.00004000,0,0.056800,0.000600,-0.000600,0,0.091000,0.039000,-0.047000,0,89.252,0.415,-0.444,0,184.3600,6.2700,-6.5600,0,9.5202500,0.0003180,-0.0003180
HD 331093 b,HD 331093,1,1,1,Radial Velocity,2021,Published Confirmed,621.62000000,16.11000000,-16.11000000,0,1.440000,0.070000,-0.070000,0,0.590000,0.030000,-0.030000,0,0.370,,,-1,165.7700,27.0600,-27.0600,0,8.1910500,0.0002890,-0.0002890
HD 332231 b,HD 332231,1,1,1,Transit,2020,Published Confirmed,18.71204000,0.00043000,-0.00043000,0,0.143600,0.003200,-0.003300,0,0.032000,0.030000,-0.022000,0,89.680,0.220,-0.280,0,47.0000,69.0000,-74.0000,0,8.4183900,0.0002130,-0.0002130
HD 5278 b,HD 5278,1,1,2,Transit,2021,Published Confirmed,14.33915600,0.00004900,-0.00004700,0,0.120200,0.001300,-0.001300,0,0.080000,0.090000,-0.050000,0,89.270,0.470,-0.480,0,135.0000,34.0000,-280.0000,0,7.8037500,0.0002700,-0.0002700
HD 82943 b,HD 82943,1,1,2,Radial Velocity,2003,Published Confirmed,441.47000000,0.35000000,-0.35000000,0,1.183060,0.000620,-0.000620,0,0.162000,0.036000,-0.036000,0,90.000,,,0,300.9000,3.4000,-3.4000,0,6.3896400,0.0006460,-0.0006460
HD 82943 c,HD 82943,1,1,2,Radial Velocity,2003,Published Confirmed,220.07800000,0.05100000,-0.05100000,0,0.743450,0.000120,-0.000120,0,0.366300,0.009700,-0.009700,0,90.000,,,0,117.2000,1.7000,-1.7000,0,6.3896400,0.0006460,-0.0006460
HD 86226 c,HD 86226,1,1,2,Transit,2020,Published Confirmed,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,0.075000,0.065000,-0.048000,0,86.450,0.260,-0.160,0,196.0000,60.0000,-90.0000,0,7.7713000,0.0004620,-0.0004620
HD 89345 b,HD 89345,1,1,1,Transit,2018,Published Confirmed,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,0.220000,0.095000,-0.130000,0,87.210,0.430,-0.220,0,-13.0000,58.0000,-27.0000,0,9.2170200,0.0003100,-0.0003100
HD 95338 b,HD 95338,1,1,1,Radial Velocity,2020,Published Confirmed,55.08700000,0.02000000,-0.02000000,0,0.262000,0.002000,-0.002000,0,0.197000,0.029000,-0.024000,0,89.570,0.090,-0.050,0,23.4200,11.5300,-11.9900,0,8.3821300,0.0002790,-0.0002790
HU Aqr AB c,HU Aqr,1,2,2,Eclipse Timing Variations,2011,Published Confirmed,4368.00000000,515.00000000,-515.00000000,0,5.400000,0.900000,-0.900000,0,0.510000,0.150000,-0.150000,0,90.000,,,0,3.4000,0.5000,-0.5000,0,16.4718000,0.0394340,-0.0394340
HW Vir b,HW Vir,1,3,1,Eclipse Timing Variations,2012,Published Confirmed,4640.00000000,70.00000000,-70.00000000,0,4.690000,0.060000,-0.060000,0,0.400000,0.100000,-0.100000,0,80.900,,,0,-18.0000,10.0000,-10.0000,0,10.6098000,0.0058280,-0.0058280
K2-104 b,K2-104,1,1,1,Transit,2016,Published Confirmed,1.97423800,0.00011000,-0.00011000,0,0.023000,0.001000,-0.001000,0,0.090000,0.167783,-0.072670,0,88.000,1.340,-1.480,0,6.2400,121.8546,-136.6709,0,15.3955000,0.0006060,-0.0006060
K2-111 b,K2-111,1,1,2,Transit,2017,Published Confirmed,5.35180000,0.00040000,-0.00040000,0,0.057000,0.001200,-0.001200,0,0.130000,0.130000,-0.090000,0,86.430,0.370,-0.210,0,-69.3000,73.9000,-27.5000,0,10.9294000,0.0006210,-0.0006210
K2-116 b,K2-116,1,1,1,Transit,2017,Published Confirmed,4.65541100,0.00048600,-0.00047300,0,0.048000,0.002000,-0.002000,0,0.060000,0.141966,-0.053272,0,89.090,0.620,-0.710,0,-23.4400,137.1911,-116.7845,0,10.3281000,0.0010470,-0.0010470
K2-118 b,K2-118,1,1,1,Transit,2017,Published Confirmed,50.92092000,0.00558400,-0.00524900,0,0.245000,0.008000,-0.008000,0,0.200000,0.183774,-0.159064,0,89.500,0.240,-0.120,0,58.6700,75.8575,-123.4359,0,13.7484000,0.0002080,-0.0002080
K2-120 b,K2-120,1,1,1,Transit,2017,Published Confirmed,9.56274200,0.00067500,-0.00067300,0,0.078000,0.003000,-0.003000,0,0.140000,0.168421,-0.105016,0,89.570,0.300,-0.420,0,-81.1900,59.6501,-60.7572,0,,,
K2-125 b,K2-125,1,1,1,Transit,2017,Published Confirmed,21.75026400,0.00199000,-0.00195700,0,0.121000,0.004000,-0.005000,0,0.080000,0.161049,-0.066906,0,89.720,0.190,-0.210,0,-3.7400,128.5850,-127.4596,0,15.1508000,0.0006330,-0.0006330
K2-128 b,K2-128,1,1,1,Transit,2017,Published Confirmed,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,0.230000,0.220222,-0.193710,0,87.400,1.080,-0.660,0,62.5500,71.2834,-113.7218,0,12.2204000,0.0006720,-0.0006720
K2-129 b,K2-129,1,1,1,Transit,2017,Published Confirmed,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,0.130000,0.210105,-0.109504,0,89.210,0.500,-0.480,0,39.8900,97.2451,-143.1102,0,12.4624000,0.0008620,-0.0008620
K2-130 b,K2-130,1,1,1,Transit,2017,Published Confirmed,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,0.170000,0.220344,-0.135968,0,86.530,1.920,-1.650,0,49.8000,86.0838,-134.1738,0,12.3253000,0.0002030,-0.0002030
K2-138 b,K2-138,1,1,6,Transit,2017,Published Confirmed,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,0.048000,0.054000,-0.033000,0,87.200,1.200,-1.000,0,244.0000,32.0000,-97.0000,0,12.0252000,0.0003640,-0.0003640
K2-138 c,K2-138,1,1,6,Transit,2017,Published Confirmed,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,0.045000,0.051000,-0.032000,0,88.100,0.700,-0.700,0,200.0000,60.0000,-27.0000,0,12.0252000,0.0003640,-0.0003640
K2-138 d,K2-138,1,1,6,Transit,2017,Published Confirmed,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,0.043000,0.041000,-0.030000,0,89.000,0.600,-0.600,0,83.0000,82.0000,-38.0000,0,12.0252000,0.0003640,-0.0003640
K2-138 e,K2-138,1,1,6,Transit,2017,Published Confirmed,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,0.077000,0.048000,-0.049000,0,88.600,0.300,-0.300,0,180.0000,40.0000,-44.0000,0,12.0252000,0.0003640,-0.0003640
K2-138 f,K2-138,1,1,6,Transit,2017,Published Confirmed,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,0.062000,0.064000,-0.043000,0,88.800,0.200,-0.200,0,144.0000,117.0000,-80.0000,0,12.0252000,0.0003640,-0.0003640
K2-138 g,K2-138,1,1,6,Transit,2021,Published Confirmed,41.96797000,0.00843000,-0.00725000,0,0.231090,0.001540,-0.001960,0,0.059000,0.063000,-0.040000,0,89.400,0.400,-0.300,0,164.0000,92.0000,-72.0000,0,12.0252000,0.0003640,-0.0003640
K2-21 b,K2-21,1,1,2,Transit,2015,Published Confirmed,9.32503800,0.00037900,-0.00040300,0,0.076000,0.002000,-0.003000,0,0.100000,0.148654,-0.084698,0,88.980,0.500,-0.310,0,34.4800,101.8842,-133.7390,0,12.2785000,0.0003420,-0.0003420
K2-21 c,K2-21,1,1,2,Transit,2015,Published Confirmed,15.50192000,0.00091800,-0.00092800,0,0.107000,0.003000,-0.004000,0,0.210000,0.206770,-0.173719,0,88.850,0.400,-0.150,0,59.9600,75.6752,-120.5778,0,12.2785000,0.0003420,-0.0003420
K2-232 b,K2-232,1,1,1,Transit,2018,Published Confirmed,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,0.258000,0.025000,-0.025000,0,89.140,0.130,-0.110,0,207.0000,3.6000,-3.8000,0,9.7262600,0.0002050,-0.0002050
K2-233 b,K2-233,1,1,3,Transit,2018,Published Confirmed,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,0.079000,0.048000,-0.029000,0,89.300,0.500,-0.700,0,248.0000,53.0000,-35.0000,0,10.4191000,0.0003430,-0.0003430
K2-233 c,K2-233,1,1,3,Transit,2018,Published Confirmed,7.06005000,0.00024000,-0.00027000,0,0.066660,0.000200,-0.000180,0,0.200200,,,1,89.600,0.300,-0.400,0,261.0000,52.0000,-44.0000,0,10.4191000,0.0003430,-0.0003430
K2-233 d,K2-233,1,1,3,Transit,2018,Published Confirmed,24.36450000,0.00068000,-0.00068000,0,0.152240,0.000460,-0.000420,0,0.199900,,,1,89.600,0.200,-0.100,0,139.0000,100.0000,-82.0000,0,10.4191000,0.0003430,-0.0003430
K2-238 b,K2-238,1,1,1,Transit,2018,Published Confirmed,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,0.000000,,,0,84.500,1.800,-1.500,0,90.0000,,,0,13.6635000,0.0022470,-0.0022470
K2-260 b,K2-260,1,1,1,Transit,2018,Published Confirmed,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,0.000000,,,0,88.670,0.890,-1.000,0,90.0000,,,0,12.4667000,0.0002410,-0.0002410
K2-261 b,K2-261,1,1,1,Transit,2018,Published Confirmed,11.63344000,0.00012000,-0.00012000,0,0.102000,0.019000,-0.020000,0,0.390000,0.150000,-0.150000,0,88.400,1.100,-1.900,0,143.0000,18.0000,-18.0000,0,10.4594000,0.0003140,-0.0003140
K2-266 c,K2-266,1,2,4,Transit,2018,Published Confirmed,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.042000,0.043000,-0.030000,0,88.280,0.810,-0.410,0,87.0000,61.0000,-61.0000,0,11.3527000,0.0008590,-0.0008590
K2-266 d,K2-266,1,2,4,Transit,2018,Published Confirmed,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,0.047000,0.043000,-0.032000,0,89.460,0.320,-0.250,0,87.0000,62.0000,-62.0000,0,11.3527000,0.0008590,-0.0008590
K2-266 e,K2-266,1,2,4,Transit,2018,Published Confirmed,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,0.043000,0.036000,-0.030000,0,89.450,0.250,-0.180,0,89.0000,57.0000,-58.0000,0,11.3527000,0.0008590,-0.0008590
K2-284 b,K2-284,1,1,1,Transit,2018,Published Confirmed,4.79506900,0.00008600,-0.00008600,0,0.047710,0.000250,-0.000250,0,0.078000,0.108000,-0.055000,0,89.000,0.650,-0.620,0,180.2000,126.4000,-129.6000,0,12.8598000,0.0011000,-0.0011000
K2-287 b,K2-287,1,1,1,Transit,2018,Published Confirmed,14.89329100,0.00002500,-0.00002500,0,0.120600,0.000800,-0.000800,0,0.478000,0.025000,-0.026000,0,88.130,0.100,-0.080,0,10.1000,4.6000,-4.2000,0,11.0670000,0.0007580,-0.0007580
K2-29 b,K2-29,1,2,1,Transit,2016,Published Confirmed,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,0.066000,0.022000,-0.022000,0,86.656,0.110,-0.080,0,132.0000,21.0000,-21.0000,0,12.2008000,0.0003750,-0.0003750
K2-290 b,K2-290,1,3,2,Transit,2019,Published Confirmed,9.21165000,0.00033000,-0.00034000,0,0.092300,0.006600,-0.006600,0,0.000000,,,0,88.140,0.620,-0.500,0,90.0000,,,0,10.8204000,0.0003940,-0.0003940
K2-290 c,K2-290,1,3,2,Transit,2019,Published Confirmed,48.36685000,0.00041000,-0.00040000,0,0.305000,0.017000,-0.017000,0,0.000000,,,0,89.370,0.080,-0.070,0,90.0000,,,0,10.8204000,0.0003940,-0.0003940
K2-291 b,K2-291,1,1,1,Transit,2019,Published Confirmed,2.22517700,0.00006600,-0.00006800,0,0.032610,0.000440,-0.000440,0,0.000000,,,0,85.260,0.230,-0.200,0,0.0000,,,0,9.8663900,0.0007100,-0.0007100
K2-292 b,K2-292,1,1,1,Transit,2019,Published Confirmed,16.98410000,0.00080000,-0.00080000,0,0.130000,0.010000,-0.010000,0,0.040000,0.060000,-0.030000,0,88.400,0.200,-0.300,0,104.0000,22.0000,-35.0000,0,9.7559700,0.0003350,-0.0003350
K2-32 b,K2-32,1,2,4,Transit,2016,Published Confirmed,8.99200000,0.00008000,-0.00008000,0,0.079500,0.000660,-0.000620,0,0.030000,0.032000,-0.021000,0,89.000,0.500,-0.300,0,220.0000,77.0000,-161.0000,0,12.0036000,0.0002590,-0.0002590
K2-32 c,K2-32,1,2,4,Transit,2016,Published Confirmed,20.66093000,0.00080000,-0.00079000,0,0.138430,0.001150,-0.001080,0,0.049000,0.046000,-0.035000,0,89.400,0.300,-0.200,0,168.0000,117.0000,-103.0000,0,12.0036000,0.0002590,-0.0002590
K2-32 d,K2-32,1,2,4,Transit,2016,Published Confirmed,31.71701000,0.00101000,-0.00096000,0,0.184220,0.001520,-0.001440,0,0.050000,0.053000,-0.035000,0,89.400,0.100,-0.100,0,185.0000,105.0000,-104.0000,0,12.0036000,0.0002590,-0.0002590
K2-32 e,K2-32,1,2,4,Transit,2019,Published Confirmed,4.34934000,0.00039000,-0.00039000,0,0.048990,0.000410,-0.000380,0,0.043000,0.048000,-0.030000,0,89.000,0.700,-0.700,0,205.0000,106.0000,-134.0000,0,12.0036000,0.0002590,-0.0002590
K2-329 b,K2-329,1,1,1,Transit,2020,Published Confirmed,12.45512250,0.00000310,-0.00000310,0,0.101600,0.001800,-0.001900,0,0.069700,0.041000,-0.040000,0,89.220,0.110,-0.090,0,161.0000,22.0000,-30.0000,0,12.4462000,0.0003490,-0.0003490
K2-35 b,K2-35,1,1,2,Transit,2016,Published Confirmed,2.39996400,0.00019800,-0.00020400,0,0.031000,0.001000,-0.001000,0,0.130000,0.173535,-0.105654,0,88.980,0.710,-0.980,0,-74.5500,65.8804,-66.1073,0,13.9152000,0.0003980,-0.0003980
K2-35 c,K2-35,1,1,2,Transit,2016,Published Confirmed,5.60835200,0.00033500,-0.00033800,0,0.055000,0.002000,-0.002000,0,0.120000,0.156754,-0.096124,0,88.580,0.790,-0.440,0,41.1600,94.4387,-143.8159,0,13.9152000,0.0003980,-0.0003980
K2-4 b,K2-4,1,1,1,Transit,2015,Published Confirmed,10.00341700,0.00101700,-0.00099600,0,0.078000,0.003000,-0.003000,0,0.080000,0.161192,-0.068641,0,89.540,0.320,-0.430,0,-41.4400,132.8953,-98.9633,0,14.3403000,0.0004250,-0.0004250
K2-72 b,K2-72,1,1,4,Transit,2016,Published Confirmed,5.57721200,0.00041700,-0.00041900,0,0.040000,0.004000,-0.005000,0,0.110000,0.196982,-0.087659,0,89.150,0.590,-0.860,0,7.4900,119.6642,-134.0410,0,14.2789000,0.0005270,-0.0005270
K2-72 c,K2-72,1,1,4,Transit,2016,Published Confirmed,15.18903400,0.00312800,-0.00314900,0,0.078000,0.007000,-0.010000,0,0.110000,0.201970,-0.091536,0,89.540,0.320,-0.440,0,16.8300,112.5906,-137.5786,0,14.2789000,0.0005270,-0.0005270
K2-72 d,K2-72,1,1,4,Transit,2016,Published Confirmed,7.76017800,0.00149600,-0.00149600,0,0.050000,0.004000,-0.006000,0,0.110000,0.207832,-0.092330,0,89.260,0.500,-0.690,0,14.2800,113.9307,-136.9986,0,14.2789000,0.0005270,-0.0005270
K2-72 e,K2-72,1,1,4,Transit,2016,Published Confirmed,24.15886800,0.00372600,-0.00385000,0,0.106000,0.009000,-0.013000,0,0.110000,0.198676,-0.086832,0,89.680,0.220,-0.320,0,11.3900,117.9131,-135.8512,0,14.2789000,0.0005270,-0.0005270
K2-81 b,K2-81,1,1,1,Transit,2016,Published Confirmed,6.10232500,0.00039000,-0.00040700,0,0.059000,0.002000,-0.002000,0,0.060000,0.144406,-0.051854,0,89.290,0.490,-0.570,0,-27.8900,133.8480,-112.5904,0,13.9043000,0.0002090,-0.0002090
K2-90 c,K2-90,1,1,2,Transit,2016,Published Confirmed,2.90070600,0.00033100,-0.00031900,0,0.035000,0.001000,-0.001000,0,0.190000,0.211462,-0.153189,0,86.940,1.460,-0.670,0,56.7600,79.9411,-129.5691,0,13.2292000,0.0002400,-0.0002400
KELT-1 b,KELT-1,1,1,1,Transit,2012,Published Confirmed,1.21751400,0.00001500,-0.00001500,0,0.024660,0.000160,-0.000160,0,0.009900,0.010000,-0.006900,0,87.800,1.300,-1.900,0,61.0000,71.0000,-79.0000,0,10.5905000,0.0003420,-0.0003420
KELT-24 b,KELT-24,1,1,1,Transit,2019,Published Confirmed,5.55149260,0.00000810,-0.00000800,0,0.069690,0.000870,-0.000960,0,0.077000,0.024000,-0.025000,0,89.170,0.590,-0.750,0,55.0000,13.0000,-15.0000,0,8.2375200,0.0003570,-0.0003570
KELT-9 b,KELT-9,1,2,1,Transit,2017,Published Confirmed,1.48112350,0.00000110,-0.00000110,0,0.034620,0.001100,-0.000930,0,0.000000,,,0,86.790,0.250,-0.250,0,90.0000,,,0,7.5767500,0.0003330,-0.0003330
KIC 5095269 b,KIC 5095269,1,2,1,Eclipse Timing Variations,2017,Published Confirmed,237.68977000,0.08237000,-0.08237000,0,0.800000,0.005000,-0.005000,0,0.060300,0.002100,-0.002100,0,105.830,0.980,-0.980,0,29.0300,2.0700,-2.0700,0,13.4394000,0.0002150,-0.0002150
KOI-1257 b,KOI-1257,1,2,1,Transit,2014,Published Confirmed,86.64766100,0.00003400,-0.00003400,0,0.382000,0.006000,-0.006000,0,0.772000,0.045000,-0.045000,0,89.660,0.240,-0.380,0,141.3000,17.0000,-17.0000,0,14.6419000,0.0004900,-0.0004900
KOI-13 b,KOI-13,1,3,1,Transit,2011,Published Confirmed,1.76358800,0.00000100,-0.00000100,0,0.036410,0.000870,-0.000870,0,0.000640,0.000120,-0.000160,0,86.770,0.048,-0.052,0,5.0000,8.0000,-10.0000,0,10.3678000,0.0012250,-0.0012250
KOI-1599.01,KOI-1599,1,1,2,Transit,2019,Published Confirmed,20.44150000,0.00130000,-0.00130000,0,0.147280,,,0,0.014000,,,0,89.780,0.160,-0.160,0,230.1750,,,0,14.8540000,0.0003280,-0.0003280
KOI-1599.02,KOI-1599,1,1,2,Transit,2019,Published Confirmed,13.60880000,0.00060000,-0.00060000,0,0.112293,,,0,0.011400,,,0,88.600,0.060,-0.060,0,49.9510,,,0,14.8540000,0.0003280,-0.0003280
KOI-3680 b,KOI-3680,1,1,1,Transit,2018,Published Confirmed,141.24167100,0.00008600,-0.00008600,0,0.534000,0.012000,-0.030000,0,0.496000,0.031000,-0.031000,0,89.892,0.069,-0.086,0,154.7000,7.8000,-7.8000,0,14.5027000,0.0002810,-0.0002810
Kepler-101 b,Kepler-101,1,1,2,Transit,2014,Published Confirmed,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,0.086000,0.080000,-0.059000,0,85.820,1.730,-1.530,0,231.0000,32.0000,-90.0000,0,13.5672000,0.0002140,-0.0002140
Kepler-101 c,Kepler-101,1,1,2,Transit,2014,Published Confirmed,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,0.000000,,,0,84.600,3.400,-3.100,0,90.0000,,,0,13.5672000,0.0002140,-0.0002140
Kepler-105 b,Kepler-105,1,1,2,Transit,2013,Published Confirmed,5.41220000,0.00002000,-0.00002000,0,0.066000,0.003000,-0.003000,0,0.470000,0.050000,-0.470000,0,85.940,1.870,-3.880,0,272.1600,16.0400,-272.1600,0,12.8025000,0.0002310,-0.0002310
Kepler-117 b,Kepler-117,1,1,2,Transit,2014,Published Confirmed,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,0.049300,0.006200,-0.006200,0,88.740,0.120,-0.120,0,254.3000,4.1000,-4.1000,0,14.2472000,0.0002720,-0.0002720
Kepler-117 c,Kepler-117,1,1,2,Transit,2014,Published Confirmed,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,0.032300,0.003300,-0.003300,0,89.640,0.100,-0.100,0,305.0000,7.5000,-7.5000,0,14.2472000,0.0002720,-0.0002720
Kepler-130 c,Kepler-130,1,2,3,Transit,2014,Published Confirmed,27.50868000,0.00006000,-0.00007000,0,0.178000,0.005000,-0.005000,0,0.000000,0.070000,0.000000,0,89.340,0.660,-0.310,0,0.0000,10.8900,0.0000,0,11.8253000,0.0002160,-0.0002160
Kepler-1514 b,Kepler-1514,1,1,2,Transit,2016,Published Confirmed,217.83184000,0.00012000,-0.00012000,0,0.753000,0.013000,-0.014000,0,0.401000,0.013000,-0.014000,0,89.944,0.013,-0.010,0,-75.2800,0.7500,-0.7100,0,11.8292000,0.0001660,-0.0001660
Kepler-1514 c,Kepler-1514,1,1,2,Transit,2020,Published Confirmed,10.51418100,0.00003900,-0.00003900,0,0.099700,0.001800,-0.001800,0,0.320000,0.350000,-0.190000,0,87.980,1.200,-0.400,0,0.0000,120.0000,-160.0000,0,11.8292000,0.0001660,-0.0001660
Kepler-16 b,Kepler-16,1,2,1,Transit,2011,Published Confirmed,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,0.006900,0.001000,-0.001500,0,90.032,0.002,-0.002,0,318.0000,10.0000,-22.0000,0,11.7472000,0.0003480,-0.0003480
Kepler-1647 b,Kepler-1647,1,2,1,Transit,2016,Published Confirmed,1107.59230000,0.02270000,-0.02270000,0,2.720500,0.007000,-0.007000,0,0.058100,0.068900,-0.068900,0,90.097,0.004,-0.004,0,155.0464,146.5723,-146.5723,0,13.5790000,0.0002230,-0.0002230
Kepler-1654 b,Kepler-1654,1,1,1,Transit,2018,Published Confirmed,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,0.260000,0.210000,-0.110000,0,89.982,0.012,-0.017,0,81.0000,73.0000,-71.0000,0,13.4057000,0.0002110,-0.0002110
